epoch,train_loss,valid_loss,accuracy,error_rate,precision,recall,time
0,1.439595,0.812563,0.793296,0.206704,0.803812,0.793512,02:23
1,0.898481,0.760229,0.793296,0.206704,0.792727,0.792394,00:50
2,0.621194,0.674176,0.821229,0.178771,0.821385,0.821073,00:51
3,0.455561,0.551634,0.846369,0.153631,0.850987,0.844533,00:52
4,0.340429,0.498976,0.865922,0.134078,0.861944,0.863137,00:50
5,0.261945,0.483402,0.863128,0.136872,0.859708,0.860474,00:49
