epoch,train_loss,valid_loss,accuracy,error_rate,precision,recall,time
0,0.290052,0.504129,0.854749,0.145251,0.855364,0.861129,00:52
1,0.306241,0.673022,0.840782,0.159218,0.851235,0.845521,00:53
2,0.280313,0.626786,0.851955,0.148045,0.870087,0.856853,00:54
3,0.234321,0.655603,0.863128,0.136872,0.867386,0.860409,00:52
4,0.178799,0.498031,0.888268,0.111732,0.895166,0.888407,00:53
5,0.132383,0.469736,0.888268,0.111732,0.892145,0.889804,00:53
