epoch,train_loss,valid_loss,accuracy,error_rate,precision,recall,time
0,0.153259,0.459801,0.863128,0.136872,0.872481,0.862287,00:52
1,0.253155,1.328899,0.754190,0.245810,0.764642,0.754543,00:50
2,0.322298,0.956995,0.835196,0.164804,0.848258,0.837108,00:50
3,0.278641,0.516828,0.879888,0.120112,0.880522,0.879550,00:50
4,0.204881,0.392874,0.896648,0.103352,0.895358,0.894714,00:51
5,0.142515,0.378356,0.899441,0.100559,0.899097,0.897183,00:50
