epoch,train_loss,valid_loss,accuracy,error_rate,precision,recall,time
0,1.858849,0.903503,0.703911,0.296089,0.717092,0.712285,02:01
1,1.125206,0.677905,0.784916,0.215084,0.787482,0.785057,00:49
2,0.778984,0.538909,0.812849,0.187151,0.816434,0.811759,00:48
3,0.565801,0.494011,0.824022,0.175978,0.824123,0.826349,00:48
4,0.422653,0.486969,0.835196,0.164804,0.836820,0.834390,00:48
5,0.327097,0.488910,0.837989,0.162011,0.838241,0.836381,00:49
