epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.34584981203079224,1.5242863893508911,0.0,0.0,0.5390625,1.5020427703857422,1.0,0.01171875
1,0.5859375,1.4806932210922241,0.9482758641242981,0.0537109375,0.55078125,1.4578516483306885,0.8863636255264282,0.15234375
2,0.5721343755722046,1.4370834827423096,0.9261992573738098,0.24802371859550476,0.53125,1.4259494543075562,0.8426966071128845,0.29296875
3,0.6126482486724854,1.40402352809906,0.8901345133781433,0.39229249954223633,0.58984375,1.406373143196106,0.7857142686843872,0.34375
4,0.6660078763961792,1.3787189722061157,0.8849056363105774,0.4634387493133545,0.58984375,1.3855072259902954,0.8074073791503906,0.42578125
5,0.6875,1.3566575050354004,0.8734177350997925,0.5390625,0.64453125,1.3615858554840088,0.8051947951316833,0.484375
6,0.7183794379234314,1.3394838571548462,0.8807339668273926,0.5691699385643005,0.64453125,1.3510807752609253,0.7962962985038757,0.50390625
7,0.7490118741989136,1.324709415435791,0.8846715092658997,0.5988142490386963,0.68359375,1.336342453956604,0.7885714173316956,0.5390625
8,0.7353515625,1.3136166334152222,0.8682065010070801,0.6240234375,0.66796875,1.3286134004592896,0.7989130616188049,0.57421875
9,0.7855731248855591,1.2947990894317627,0.8910760879516602,0.6709486246109009,0.70703125,1.3108887672424316,0.8157894611358643,0.60546875
10,0.7944663763046265,1.285668969154358,0.8943299055099487,0.6857707500457764,0.71484375,1.302067756652832,0.824999988079071,0.64453125
11,0.7954545617103577,1.2743375301361084,0.8905660510063171,0.6996047496795654,0.73828125,1.2896437644958496,0.8367347121238708,0.640625
12,0.8063241243362427,1.2633564472198486,0.8949320316314697,0.7154150009155273,0.70703125,1.28973388671875,0.7871286869049072,0.62109375
13,0.82421875,1.2529733180999756,0.9048178791999817,0.751953125,0.734375,1.2767925262451172,0.8009478449821472,0.66015625
14,0.8280632495880127,1.2436176538467407,0.9048178791999817,0.760869562625885,0.7109375,1.2748441696166992,0.8090452551841736,0.62890625
15,0.8359375,1.2358721494674683,0.9089834690093994,0.7509765625,0.73828125,1.2590327262878418,0.8221153616905212,0.66796875
16,0.8527668118476868,1.225541114807129,0.9237089157104492,0.7776679992675781,0.7421875,1.2520452737808228,0.8380952477455139,0.6875
17,0.8671875,1.2179304361343384,0.9119638800621033,0.7890625,0.7421875,1.245269536972046,0.8203883767127991,0.66015625
18,0.8725296258926392,1.2083289623260498,0.9225512742996216,0.8003952503204346,0.7421875,1.242866039276123,0.8142856955528259,0.66796875
19,0.8735178112983704,1.2028058767318726,0.9283276200294495,0.8063241243362427,0.75390625,1.2334926128387451,0.8207547068595886,0.6796875
