epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.15905547142028809,13.163108825683594,0.1606849581003189,0.15259523689746857,0.22444890439510345,4.604565620422363,0.2406947910785675,0.19438877701759338
1,0.19380708038806915,6.184432506561279,0.19958634674549103,0.17197594046592712,0.22444890439510345,3.486255407333374,0.25648415088653564,0.17835670709609985
2,0.21875695884227753,4.103817939758301,0.23577472567558289,0.1799955517053604,0.23246492445468903,2.7785191535949707,0.2775800824165344,0.15631262958049774
3,0.24526619911193848,3.186108112335205,0.27095651626586914,0.1735353022813797,0.26853707432746887,2.403952121734619,0.32158589363098145,0.146292582154274
4,0.2517264485359192,2.7318549156188965,0.29281097650527954,0.16150590777397156,0.2825651168823242,2.188910961151123,0.3351351320743561,0.12424849718809128
5,0.2751169502735138,2.4249815940856934,0.3464384973049164,0.16685231029987335,0.29859718680381775,2.135106086730957,0.35172414779663086,0.10220441222190857
6,0.29717084765434265,2.2587387561798096,0.3784448802471161,0.17130763828754425,0.292585164308548,2.0817160606384277,0.38686132431030273,0.10621242225170135
7,0.30429938435554504,2.1494650840759277,0.41833966970443726,0.1717531681060791,0.3086172342300415,1.995341420173645,0.4409448802471161,0.11222445219755173
8,0.33125418424606323,1.9956142902374268,0.454101026058197,0.1862330138683319,0.34869739413261414,1.945543646812439,0.4701492488384247,0.12625250220298767
9,0.3568723499774933,1.9406269788742065,0.496292382478714,0.2087324559688568,0.32665330171585083,1.9381619691848755,0.47101449966430664,0.13026052713394165
10,0.3822677731513977,1.8378750085830688,0.5284510254859924,0.22343505918979645,0.34869739413261414,1.8734766244888306,0.5413534045219421,0.1442885845899582
11,0.39607930183410645,1.7769886255264282,0.5486039519309998,0.23635554313659668,0.36873748898506165,1.8982985019683838,0.5400000214576721,0.16232465207576752
12,0.4199153482913971,1.72215735912323,0.5807950496673584,0.25061261653900146,0.34869739413261414,1.8889673948287964,0.5129870176315308,0.15831662714481354
