epoch,accuracy,loss,precision_1,recall_1,val_accuracy,val_loss,val_precision_1,val_recall_1
0,0.16662953794002533,12.795525550842285,0.1672547608613968,0.1583871692419052,0.20440882444381714,4.545061111450195,0.2172839492559433,0.17635270953178406
1,0.2238806039094925,3.657689332962036,0.26319620013237,0.1610603630542755,0.17835670709609985,2.48844313621521,0.23529411852359772,0.06412825733423233
2,0.2419247031211853,2.249685049057007,0.3740808963775635,0.09066607058048248,0.22044087946414948,2.154374837875366,0.3472222089767456,0.05010019987821579
3,0.28803741931915283,2.009155511856079,0.47514450550079346,0.09155713766813278,0.27254509925842285,2.0729434490203857,0.44871795177459717,0.0701402798295021
4,0.2996212840080261,1.9269331693649292,0.5313531160354614,0.10759634524583817,0.2645290493965149,2.0310709476470947,0.4189189076423645,0.06212424859404564
5,0.3345956802368164,1.8482177257537842,0.5963488817214966,0.13098685443401337,0.3046092092990875,2.01194167137146,0.49438202381134033,0.08817635476589203
6,0.36177322268486023,1.7722762823104858,0.6463178396224976,0.14858542382717133,0.29859718680381775,1.9752217531204224,0.4819277226924896,0.08016031980514526
7,0.3869458734989166,1.6849544048309326,0.6727908849716187,0.17130763828754425,0.3326653242111206,1.9694880247116089,0.4711538553237915,0.09819639474153519
8,0.40677210688591003,1.6356568336486816,0.6827473640441895,0.1860102415084839,0.3146292567253113,1.9374735355377197,0.5508474707603455,0.13026052713394165
9,0.42503899335861206,1.5917526483535767,0.7095310091972351,0.20895522832870483,0.34268537163734436,1.8997832536697388,0.5420560836791992,0.11623246222734451
10,0.45199376344680786,1.5150837898254395,0.7293388247489929,0.23590999841690063,0.3386773467063904,1.9240728616714478,0.5570470094680786,0.1663326621055603
11,0.4800623655319214,1.4685025215148926,0.7402181029319763,0.2570728361606598,0.3767535090446472,1.8540617227554321,0.5664739608764648,0.19639278948307037
12,0.4900868833065033,1.4191395044326782,0.7487951517105103,0.2768990993499756,0.3767535090446472,1.9036399126052856,0.5542168617248535,0.18436874449253082
13,0.5177099704742432,1.3517847061157227,0.7824316620826721,0.2996212840080261,0.3807615339756012,1.8285150527954102,0.593406617641449,0.2164328694343567
14,0.5297393798828125,1.3109683990478516,0.7855227589607239,0.3263533115386963,0.3847695291042328,1.8042892217636108,0.6196318864822388,0.20240481197834015
15,0.5460013151168823,1.272458553314209,0.7835859656333923,0.33392736315727234,0.4228456914424896,1.8121826648712158,0.60317462682724,0.22845691442489624
16,0.570060133934021,1.2257083654403687,0.7987204790115356,0.3615504503250122,0.43687373399734497,1.7505338191986084,0.6223404407501221,0.23446893692016602
17,0.593450665473938,1.1666152477264404,0.7951042652130127,0.39073291420936584,0.4108216464519501,1.7852283716201782,0.5954545736312866,0.2625250518321991
18,0.5999109148979187,1.132836937904358,0.8016529083251953,0.41055914759635925,0.4328657388687134,1.749713659286499,0.5934579372406006,0.2545090317726135
19,0.6275339722633362,1.0877605676651,0.827086865901947,0.4326130449771881,0.44288578629493713,1.7285109758377075,0.5964912176132202,0.27254509925842285
20,0.6304299235343933,1.0421414375305176,0.8310147523880005,0.4524393081665039,0.4529058039188385,1.731174111366272,0.6144067645072937,0.2905811667442322
21,0.6486968398094177,1.0229905843734741,0.8344607949256897,0.46714189648628235,0.4468937814235687,1.7138094902038574,0.6016949415206909,0.2845691442489624
22,0.6556025743484497,1.0048561096191406,0.8363281488418579,0.47694364190101624,0.4468937814235687,1.7409336566925049,0.6024590134620667,0.29458919167518616
23,0.6785475611686707,0.9458516836166382,0.8417422771453857,0.5165961384773254,0.4488978087902069,1.7546149492263794,0.5905511975288391,0.30060121417045593
24,0.6714190244674683,0.9435009956359863,0.8530822992324829,0.514814019203186,0.46292585134506226,1.7172423601150513,0.5992509126663208,0.32064127922058105
25,0.683225691318512,0.9023759961128235,0.8339768052101135,0.5292938351631165,0.4789579212665558,1.6406720876693726,0.6121672987937927,0.32264527678489685
26,0.6977055072784424,0.8681831955909729,0.8596429824829102,0.5471151471138,0.49098196625709534,1.5906565189361572,0.6232394576072693,0.3547094166278839
27,0.715526819229126,0.8284983038902283,0.8599599003791809,0.5731788873672485,0.4709418714046478,1.6910492181777954,0.6000000238418579,0.34869739413261414
28,0.7251058220863342,0.7975921630859375,0.8709043264389038,0.5921140313148499,0.4749498963356018,1.6464849710464478,0.6040955781936646,0.3547094166278839
29,0.7458231449127197,0.7725756764411926,0.876579225063324,0.6028068661689758,0.5070140361785889,1.6056758165359497,0.6299999952316284,0.378757506608963
30,0.7315660715103149,0.7671580910682678,0.8728379011154175,0.6070394515991211,0.4989979863166809,1.683308482170105,0.6118420958518982,0.37274548411369324
31,0.7353531122207642,0.7638449668884277,0.8707149624824524,0.5941189527511597,0.5030060410499573,1.6038399934768677,0.6129032373428345,0.3807615339756012
32,0.7549565434455872,0.7262594699859619,0.8796038627624512,0.6331031322479248,0.5250501036643982,1.6141411066055298,0.6146789193153381,0.4028055965900421
33,0.7663176655769348,0.697407603263855,0.8807367086410522,0.6498106718063354,0.509018063545227,1.6100611686706543,0.6492307782173157,0.4228456914424896
34,0.770104706287384,0.6649315357208252,0.8870342969894409,0.6629539132118225,0.5370741486549377,1.5185047388076782,0.6766666769981384,0.4068136215209961
35,0.7841389775276184,0.6339078545570374,0.8924985527992249,0.6732011437416077,0.4989979863166809,1.5898091793060303,0.604651153087616,0.41683366894721985
36,0.7919358611106873,0.6339385509490967,0.8946748971939087,0.6774337291717529,0.5210421085357666,1.612338662147522,0.616314172744751,0.4088176488876343
37,0.8079750537872314,0.57915198802948,0.9041950106620789,0.710625946521759,0.5330661535263062,1.6109910011291504,0.6303724646568298,0.44088175892829895
38,0.8093116283416748,0.59471195936203,0.9015173316001892,0.7014925479888916,0.5511022210121155,1.548134446144104,0.6778115630149841,0.4468937814235687
39,0.8055245876312256,0.5699359178543091,0.9030886888504028,0.7099576592445374,0.5330661535263062,1.476619005203247,0.6616314053535461,0.43887776136398315
40,0.8318110704421997,0.5262749195098877,0.9107338190078735,0.7409222722053528,0.5410821437835693,1.561138391494751,0.6288951635360718,0.44488978385925293
41,0.8266874551773071,0.5151693224906921,0.9168267846107483,0.7440409660339355,0.531062126159668,1.5529266595840454,0.6396648287773132,0.4589178264141083
42,0.8367119431495667,0.5028637051582336,0.9157440066337585,0.7554020881652832,0.5511022210121155,1.475394368171692,0.6569767594337463,0.4529058039188385
43,0.8324794173240662,0.49959856271743774,0.9129266142845154,0.7567387223243713,0.5871743559837341,1.4921678304672241,0.67507004737854,0.48296594619750977
44,0.8440632820129395,0.4732626676559448,0.9185145497322083,0.7658721208572388,0.5531061887741089,1.5479018688201904,0.6600566506385803,0.46693387627601624
45,0.8514145612716675,0.4556571841239929,0.91923987865448,0.7758966088294983,0.5711422562599182,1.4952220916748047,0.6630136966705322,0.48496994376182556
46,0.8576520085334778,0.43885698914527893,0.9226977825164795,0.7923814058303833,0.563126266002655,1.5863639116287231,0.6413043737411499,0.472945898771286
47,0.8523056507110596,0.43599236011505127,0.9170997738838196,0.7861438989639282,0.5811623334884644,1.5180193185806274,0.6448087692260742,0.472945898771286
48,0.859879732131958,0.4285968840122223,0.9265242218971252,0.7921586036682129,0.5591182112693787,1.5102275609970093,0.6528925895690918,0.4749498963356018
49,0.8643350601196289,0.42129674553871155,0.921674370765686,0.7995099425315857,0.5911823511123657,1.5158171653747559,0.664850115776062,0.48897796869277954
50,0.867231011390686,0.40747129917144775,0.9214833974838257,0.8026286363601685,0.5891783833503723,1.4786163568496704,0.7032085657119751,0.5270541310310364
51,0.867231011390686,0.404731810092926,0.9279348254203796,0.8117620944976807,0.5751503109931946,1.538656234741211,0.6578249335289001,0.4969939887523651
52,0.8803742527961731,0.3712197244167328,0.9366161823272705,0.8262419104576111,0.5811623334884644,1.5933865308761597,0.6522842645645142,0.5150300860404968
53,0.879037618637085,0.36537399888038635,0.9355409741401672,0.8244597911834717,0.5911823511123657,1.4546105861663818,0.692105233669281,0.5270541310310364
54,0.88527512550354,0.36129507422447205,0.9306560158729553,0.831142783164978,0.6012024283409119,1.5032951831817627,0.6693121790885925,0.5070140361785889
55,0.890175998210907,0.3385624587535858,0.9367716312408447,0.8416128158569336,0.6232464909553528,1.426518201828003,0.6925064325332642,0.5370741486549377
56,0.8899531960487366,0.336923211812973,0.9371598362922668,0.843840479850769,0.6052104234695435,1.4638193845748901,0.6803069114685059,0.5330661535263062
57,0.9026509523391724,0.30862879753112793,0.9451819062232971,0.8565381765365601,0.609218418598175,1.438718557357788,0.6852791905403137,0.5410821437835693
58,0.897081732749939,0.3318529725074768,0.9399999976158142,0.8480730652809143,0.6012024283409119,1.4748938083648682,0.6744186282157898,0.52304607629776
59,0.892180860042572,0.3255540728569031,0.9345311522483826,0.8458454012870789,0.5971943736076355,1.4237464666366577,0.6692307591438293,0.52304607629776
60,0.8977500796318054,0.318211168050766,0.9400343894958496,0.8520828485488892,0.5931863784790039,1.468850016593933,0.6493827104568481,0.5270541310310364
61,0.9048786163330078,0.29766565561294556,0.9402912855148315,0.8629984259605408,0.6112224459648132,1.4783120155334473,0.6794871687889099,0.531062126159668
62,0.9068834781646729,0.30004456639289856,0.9424530863761902,0.8609935641288757,0.5931863784790039,1.5266693830490112,0.665847659111023,0.5430861711502075
63,0.9091111421585083,0.28740960359573364,0.9426782131195068,0.8719090819358826,0.6292585134506226,1.4526317119598389,0.6805896759033203,0.5551102161407471
64,0.9137892723083496,0.27828195691108704,0.9426229596138,0.8710180521011353,0.6052104234695435,1.4732800722122192,0.6683291792869568,0.5370741486549377
65,0.9115616083145142,0.27731946110725403,0.9443507790565491,0.8732457160949707,0.6192384958267212,1.4305076599121094,0.6778042912483215,0.5691382884979248
66,0.9182446002960205,0.25474226474761963,0.9488405585289001,0.8841612935066223,0.6332665085792542,1.4893126487731934,0.6682134866714478,0.5771543383598328
67,0.9267097115516663,0.2436683624982834,0.9538973569869995,0.8941857814788818,0.6272544860839844,1.4263628721237183,0.6795180439949036,0.5651302337646484
68,0.9149031043052673,0.258343905210495,0.9421252608299255,0.884829580783844,0.6012024283409119,1.4649369716644287,0.6821516156196594,0.5591182112693787
69,0.9240365624427795,0.24480150640010834,0.9522565603256226,0.8930719494819641,0.6072144508361816,1.4924029111862183,0.6587677597999573,0.5571142435073853
70,0.921363353729248,0.2500080168247223,0.9512137174606323,0.8903987407684326,0.6472945809364319,1.4429363012313843,0.7009569406509399,0.5871743559837341
71,0.922922670841217,0.23970924317836761,0.9516128897666931,0.8937402367591858,0.609218418598175,1.508354902267456,0.6984924674034119,0.5571142435073853
72,0.9242593050003052,0.24053208529949188,0.9530805945396423,0.8959679007530212,0.6452905535697937,1.4521616697311401,0.6808510422706604,0.5771543383598328
