epoch,accuracy,loss,precision_1,recall_1,val_accuracy,val_loss,val_precision_1,val_recall_1
73,0.9340610504150391,0.2095460295677185,0.9574418067932129,0.9071062803268433,0.6132264733314514,1.5750963687896729,0.6627078652381897,0.5591182112693787
74,0.9329472184181213,0.21662142872810364,0.9569310545921326,0.9057696461677551,0.6212424635887146,1.5099067687988281,0.6620046496391296,0.5691382884979248
75,0.9276008009910583,0.21876965463161469,0.9485259652137756,0.9030964374542236,0.6072144508361816,1.5992265939712524,0.6454545259475708,0.5691382884979248
76,0.9267097115516663,0.21947848796844482,0.9502347707748413,0.9017598628997803,0.6232464909553528,1.4934048652648926,0.6589326858520508,0.5691382884979248
77,0.9340610504150391,0.20686236023902893,0.9552029967308044,0.9120071530342102,0.6432865858078003,1.4424642324447632,0.6954436302185059,0.5811623334884644
78,0.9291601777076721,0.22437235713005066,0.953597366809845,0.9064379334449768,0.6272544860839844,1.5893120765686035,0.663551390171051,0.5691382884979248
79,0.9269325137138367,0.22245599329471588,0.9538280367851257,0.9019826054573059,0.6452905535697937,1.3941600322723389,0.7030878663063049,0.5931863784790039
80,0.9391846656799316,0.19182612001895905,0.9618356227874756,0.915125846862793,0.6432865858078003,1.5016895532608032,0.6734693646430969,0.5951904058456421
81,0.9349520802497864,0.2092011570930481,0.9578849077224731,0.9120071530342102,0.6513025760650635,1.4330050945281982,0.7169811129570007,0.609218418598175
82,0.9374025464057922,0.20929346978664398,0.9544817805290222,0.9108933210372925,0.6553106307983398,1.6056309938430786,0.699999988079071,0.6032063961029053
83,0.938961923122406,0.19339264929294586,0.9591884613037109,0.9162396788597107,0.617234468460083,1.567617416381836,0.6805555820465088,0.5891783833503723
84,0.940966784954071,0.19150027632713318,0.95802241563797,0.915125846862793,0.6533066034317017,1.4007816314697266,0.7102803587913513,0.609218418598175
85,0.933169960975647,0.2005927860736847,0.9499536752700806,0.9133437275886536,0.6392785310745239,1.4279905557632446,0.6818181872367859,0.6012024283409119
86,0.9474270343780518,0.1732456535100937,0.9644505977630615,0.9307195544242859,0.6452905535697937,1.5043187141418457,0.6861826777458191,0.5871743559837341
87,0.9451993703842163,0.17198912799358368,0.9618055820465088,0.9255958795547485,0.6312625408172607,1.5278198719024658,0.6743649244308472,0.585170328617096
88,0.9454221725463867,0.17176216840744019,0.9621509313583374,0.9287146329879761,0.625250518321991,1.5650243759155273,0.6659142374992371,0.5911823511123657
89,0.9494319558143616,0.16906040906906128,0.9666820764541626,0.9307195544242859,0.6392785310745239,1.4986379146575928,0.6964705586433411,0.5931863784790039
90,0.9492091536521912,0.1611662358045578,0.9649608135223389,0.9325016736984253,0.6533066034317017,1.5436776876449585,0.6832579374313354,0.6052104234695435
91,0.9447538256645203,0.17581239342689514,0.961547315120697,0.9302740097045898,0.6533066034317017,1.4705525636672974,0.7081447839736938,0.6272544860839844
92,0.9460904598236084,0.17152391374111176,0.9629715085029602,0.9269325137138367,0.6412825584411621,1.5752886533737183,0.6800000071525574,0.6132264733314514
93,0.9371797442436218,0.19284598529338837,0.9529874920845032,0.9166852235794067,0.6492986083030701,1.56723153591156,0.7048054933547974,0.617234468460083
94,0.9478725790977478,0.18078550696372986,0.962051510810852,0.9318333864212036,0.6452905535697937,1.5278828144073486,0.6910755038261414,0.6052104234695435
95,0.9529961943626404,0.15473943948745728,0.9622856974601746,0.9378480911254883,0.6533066034317017,1.5251266956329346,0.7072599530220032,0.6052104234695435
96,0.9356204271316528,0.19748152792453766,0.9517432451248169,0.9182446002960205,0.6733466982841492,1.4778887033462524,0.7220956683158875,0.6352705359458923
97,0.9547783732414246,0.14145106077194214,0.9683631658554077,0.940966784954071,0.6533066034317017,1.5263972282409668,0.7020316123962402,0.6232464909553528
98,0.9503229856491089,0.1454022228717804,0.9634118676185608,0.93851637840271,0.6633266806602478,1.5841069221496582,0.7096773982048035,0.617234468460083
99,0.9472042918205261,0.17795130610466003,0.9626556038856506,0.9302740097045898,0.6533066034317017,1.646429419517517,0.6912751793861389,0.6192384958267212
